TAG	TEXT	COMMENT
PRESENCE_SCENARIO_BOH4_FIGHT_04	Distrugge il Portale Oscuro	
PRESENCE_SCENARIO_BOH4_FIGHT_05	Salva gli abitanti dal Maestro di Spade	
PRESENCE_SCENARIO_BOH4_FIGHT_06	Salva Valsalda	
PRESENCE_SCENARIO_BOH4_FIGHT_07	Percorre la lunga strada per Stratholme	
PRESENCE_SCENARIO_BOH4_FIGHT_08	Affronta Arthas	
PRESENCE_SCENARIO_BOH5_FIGHT_01	Delude Varian	
PRESENCE_SCENARIO_BOH5_FIGHT_02	Persuade Jaina	
PRESENCE_SCENARIO_BOH5_FIGHT_03	Negozia la pace con Moira	
PRESENCE_SCENARIO_BOH5_FIGHT_04	Impara da Velen	
PRESENCE_SCENARIO_BOH5_FIGHT_05	Scappa dalle grinfie di Nazgrim	
PRESENCE_SCENARIO_BOH5_FIGHT_06	Risolve gli indovinelli del Signore delle Scimmie	
PRESENCE_SCENARIO_BOH5_FIGHT_07	Brandisce il Martello Armonico	
PRESENCE_SCENARIO_BOH5_FIGHT_08	Combatte per Lordaeron	
PRESENCE_SCENARIO_BOH6_FIGHT_01	Si addestra per l'arena	
PRESENCE_SCENARIO_BOH6_FIGHT_02	Dimostra la propria forza a Helka	
PRESENCE_SCENARIO_BOH6_FIGHT_03	Affronta degli assassini	
PRESENCE_SCENARIO_BOH6_FIGHT_04	Viene posseduto da un Demone	
PRESENCE_SCENARIO_BOH6_FIGHT_05	È impegnato a negoziare	
PRESENCE_SCENARIO_BOH6_FIGHT_06	Interroga Garona	
PRESENCE_SCENARIO_BOH6_FIGHT_07	Affronta il Martello del Crepuscolo	
PRESENCE_SCENARIO_BOH6_FIGHT_08	Scopre segreti al Maniero dei Corvolesto	
PRESENCE_SCENARIO_BOH7_FIGHT_01	Arricchisce Molonero	
PRESENCE_SCENARIO_BOH7_FIGHT_02	Diventa uno Sciamano	
PRESENCE_SCENARIO_BOH7_FIGHT_03	Parla con uno straniero	
PRESENCE_SCENARIO_BOH7_FIGHT_04	Affronta Mannoroth	
PRESENCE_SCENARIO_BOH7_FIGHT_05	Supera in astuzia Archimonde	
PRESENCE_SCENARIO_BOH7_FIGHT_06	Combatte con Alamorte	
PRESENCE_SCENARIO_BOH7_FIGHT_07	Ferma Jaina	
PRESENCE_SCENARIO_BOH7_FIGHT_08	Degrada Garrosh	
PRESENCE_SCENARIO_BOH8_FIGHT_01	Riceve istruzioni	
PRESENCE_SCENARIO_BOH8_FIGHT_02	Combatte la Legione Infuocata	
PRESENCE_SCENARIO_BOH8_FIGHT_03	Litiga col fratello	
PRESENCE_SCENARIO_BOH8_FIGHT_04	Salva Nordrassil	
PRESENCE_SCENARIO_BOH8_FIGHT_05	Litiga un'altra volta col fratello	
PRESENCE_SCENARIO_BOH8_FIGHT_06	Affronta l'Incubo di Smeraldo	
PRESENCE_SCENARIO_BOH8_FIGHT_07	Difende il Monte Hyjal	
PRESENCE_SCENARIO_BOH8_FIGHT_08	Difende Teldrassil	
PRESENCE_SCENARIO_BOH9_FIGHT_01	Viene cacciato dal clan	
PRESENCE_SCENARIO_BOH9_FIGHT_02	Cerca il Trono degli Elementi	
PRESENCE_SCENARIO_BOH9_FIGHT_03	Incontra Ner'zhul	
PRESENCE_SCENARIO_BOH9_FIGHT_04	Corrompe l'Orda	
PRESENCE_SCENARIO_BOH9_FIGHT_05	Viene reclutato da Medivh	
PRESENCE_SCENARIO_BOH9_FIGHT_06	Sopravvive all'ira di Orgrim	
PRESENCE_SCENARIO_BOH9_FIGHT_07	Si riunisce a Teron'gor	
PRESENCE_SCENARIO_BOH9_FIGHT_08	Cerca la Tomba di Sargeras	
PRESENCE_SCENARIO_BOM_FIGHT_01	Battaglia con Bru'kan	
PRESENCE_SCENARIO_BOM_FIGHT_02	Gironzola con Guff	
PRESENCE_SCENARIO_BOM_FIGHT_03	Addomestica una bestia	
PRESENCE_SCENARIO_BOM_FIGHT_04	Dà la caccia a un mostro	
PRESENCE_SCENARIO_BOM_FIGHT_05	Mette al sicuro i frammenti	
PRESENCE_SCENARIO_BOM_FIGHT_06	Fa tremare Trecciadoppia	
PRESENCE_SCENARIO_BOM_FIGHT_07	Ferisce Feegly	
PRESENCE_SCENARIO_BOM_FIGHT_08	Affronta Garrosh	
PRESENCE_SCENARIO_BOM2_FIGHT_01	Presidia i presidi	
PRESENCE_SCENARIO_BOM2_FIGHT_02	Raggira Serena	
PRESENCE_SCENARIO_BOM2_FIGHT_03	Incontra la gente del posto	
PRESENCE_SCENARIO_BOM2_FIGHT_04	Raggiunge la quota del giorno	
PRESENCE_SCENARIO_BOM2_FIGHT_05	Manomette un Segatronchi	
PRESENCE_SCENARIO_BOM2_FIGHT_06	Commette un'effrazione	
PRESENCE_SCENARIO_BOM2_FIGHT_07	Leva di mezzo il nemico	
PRESENCE_SCENARIO_BOM2_FIGHT_08	Tiene un frammento di Luce	
PRESENCE_SCENARIO_BOM3_FIGHT_01	Aiuta Hamuul	
PRESENCE_SCENARIO_BOM3_FIGHT_02	Trova una fenditura	
PRESENCE_SCENARIO_BOM3_FIGHT_03	Combatte i Kolkar	
PRESENCE_SCENARIO_BOM3_FIGHT_04	Salva le Tartarabbia	
PRESENCE_SCENARIO_BOM3_FIGHT_05	Cerca un gruppo	
PRESENCE_SCENARIO_BOM3_FIGHT_06	Lotta con i Signori delle Zanne	
PRESENCE_SCENARIO_BOM3_FIGHT_07	Incontra Mutanus	
PRESENCE_SCENARIO_BOM3_FIGHT_08	Negozia con Naralex	
PRESENCE_SCENARIO_BOM4_FIGHT_01	Protegge un Paladino	
PRESENCE_SCENARIO_BOM4_FIGHT_02	Combatte dei ripudiati	
PRESENCE_SCENARIO_BOM4_FIGHT_03	Ripassa la sua vendetta	
PRESENCE_SCENARIO_BOM4_FIGHT_04	Cerca dei compagni	
PRESENCE_SCENARIO_BOM4_FIGHT_05	Affronta le Lame Ardenti	
PRESENCE_SCENARIO_BOM4_FIGHT_06	Si accampa con Kazakus	
PRESENCE_SCENARIO_BOM4_FIGHT_07	Affronta Spadarovente	
PRESENCE_SCENARIO_BOM4_FIGHT_08	Si azzuffa con Tamsin	
PRESENCE_SCENARIO_BOM5_FIGHT_01	Parla con Kurtrus	
PRESENCE_SCENARIO_BOM5_FIGHT_02	Contratta con Zannuncino	
PRESENCE_SCENARIO_BOM5_FIGHT_03	Assedia Roccavento	
PRESENCE_SCENARIO_BOM5_FIGHT_04	Combatte contro gli amici	
PRESENCE_SCENARIO_BOM5_FIGHT_05	Sfida il Formaggiaio	
PRESENCE_SCENARIO_BOM5_FIGHT_06	Fulmina Xyrella	
PRESENCE_SCENARIO_BOM5_FIGHT_07	Presenta Anetheron	
PRESENCE_SCENARIO_BOM5_FIGHT_08	Corrompe Cornelius	
PRESENCE_SCENARIO_BOM6_FIGHT_01	Combatte con sua sorella	
PRESENCE_SCENARIO_BOM6_FIGHT_02	Duella con un Cacciatore di Demoni	
PRESENCE_SCENARIO_BOM6_FIGHT_03	Torna a casa	
PRESENCE_SCENARIO_BOM6_FIGHT_04	Difende il Distretto dei Nani	
PRESENCE_SCENARIO_BOM6_FIGHT_05	Libera un amico	
PRESENCE_SCENARIO_BOM6_FIGHT_06	Attacca Anetheron	
PRESENCE_SCENARIO_BOM6_FIGHT_07	Si mescola con una Mostruosità	
PRESENCE_SCENARIO_BOM6_FIGHT_08	Affronta Tamsin	
PRESENCE_SCENARIO_BOM7_FIGHT_01	Combatte con Bob	
PRESENCE_SCENARIO_BOM7_FIGHT_02	Scopre il Traditore	
PRESENCE_SCENARIO_BOM7_FIGHT_03	Affronta Boccalarga	
PRESENCE_SCENARIO_BOM7_FIGHT_04	Apre buste	
PRESENCE_SCENARIO_BOM7_FIGHT_05	Affronta le Miniere della Morte	
PRESENCE_SCENARIO_BOM7_FIGHT_06	Punisce Ser Torello	
PRESENCE_SCENARIO_BOM7_FIGHT_07	Cucina con Dolcetto	
PRESENCE_SCENARIO_BOM7_FIGHT_08	Elimina Edwin	
PRESENCE_SCENARIO_BOTA_CLEAR_BOOM	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_CLEAR_PUZZLE_1	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_CLEAR_PUZZLE_2	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_CLEAR_PUZZLE_3	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_CLEAR_PUZZLE_4	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_LETHAL_BOOM	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_LETHAL_PUZZLE_1	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_LETHAL_PUZZLE_2	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_LETHAL_PUZZLE_3	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_LETHAL_PUZZLE_4	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_MIRROR_BOOM	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_MIRROR_PUZZLE_1	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_MIRROR_PUZZLE_2	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_MIRROR_PUZZLE_3	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_MIRROR_PUZZLE_4	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_SURVIVAL_BOOM	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_SURVIVAL_PUZZLE_1	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_SURVIVAL_PUZZLE_2	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_SURVIVAL_PUZZLE_3	Medita su un enigma	
PRESENCE_SCENARIO_BOTA_SURVIVAL_PUZZLE_4	Medita su un enigma	
PRESENCE_SCENARIO_BRM_CLASS_CHALLENGE_DRUID	Sfida del Druido (Roccianera)	
PRESENCE_SCENARIO_BRM_CLASS_CHALLENGE_HUNTER	Sfida del Cacciatore (Roccianera)	
PRESENCE_SCENARIO_BRM_CLASS_CHALLENGE_MAGE	Sfida del Mago (Roccianera)	
PRESENCE_SCENARIO_BRM_CLASS_CHALLENGE_PALADIN	Sfida del Paladino (Roccianera)	
PRESENCE_SCENARIO_BRM_CLASS_CHALLENGE_PRIEST	Sfida del Sacerdote (Roccianera)	
PRESENCE_SCENARIO_BRM_CLASS_CHALLENGE_ROGUE	Sfida del Ladro (Roccianera)	
PRESENCE_SCENARIO_BRM_CLASS_CHALLENGE_SHAMAN	Sfida dello Sciamano (Roccianera)	
PRESENCE_SCENARIO_BRM_CLASS_CHALLENGE_WARLOCK	Sfida dello Stregone (Roccianera)	
PRESENCE_SCENARIO_BRM_CLASS_CHALLENGE_WARRIOR	Sfida del Guerriero (Roccianera)	
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_ATRAMEDES	Affronta Atramedes (Eroica)	
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_BARON_GEDDON	Affronta il Barone Geddon (Eroica)	
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_CHROMAGGUS	Affronta Cromaggus (Eroica)	
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_DARK_IRON_ARENA	Affronta Tetrapietra (Eroica)	feel free to shorten long translations since the UI may squeeze text into a tiny (unreadable) font size when text is too long. this string is shown in the Friends List.
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_DRAKKISATH	Affronta Drakkisath (Eroica)	
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_GARR	Affronta Garr (Eroica)	
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_GRIM_GUZZLER	Affronta Coren Birranera (Eroica)	
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_MAJORDOMO	Affronta Ragnaros (Eroica)	feel free to shorten long translations to 'Heroic Ragnaros' since the UI may squeeze text into a tiny (unreadable) font size when text is too long. this string is shown in the Friends List.
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_MALORIAK	Affronta Maloriak (Eroica)	
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_NEFARIAN	Affronta Victor Nefarius (Eroica)	feel free to shorten long translations to 'Heroic Nefarius' since the UI may squeeze text into a tiny (unreadable) font size when text is too long. this string is shown in the Friends List.
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_OMNOTRON	Affronta la Difesa Omnotron (Eroica)	
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_OMOKK	Affronta Omokk (Eroica)	
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_RAZORGORE	Affronta Alafurion (Eroica)	
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_REND_BLACKHAND	Affronta Rend Manonera (Eroica)	
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_THAURISSAN	Affronta Thaurissan (Eroica)	feel free to shorten long translations to 'Heroic Thaurissan' since the UI may squeeze text into a tiny (unreadable) font size when text is too long. this string is shown in the Friends List.
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_VAELASTRASZ	Affronta Vaelastrasz (Eroica)	
PRESENCE_SCENARIO_BRM_HEROIC_SCENARIO_ZOMBIE_NEF	Affronta Nefarian (Eroica)	
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_ATRAMEDES	Affronta Atramedes	
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_BARON_GEDDON	Affronta il Barone Geddon	
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_CHROMAGGUS	Affronta Cromaggus	
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_DARK_IRON_ARENA	Affronta Tetrapietra	feel free to shorten long translations since the UI may squeeze text into a tiny (unreadable) font size when text is too long. this string is shown in the Friends List.
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_DRAKKISATH	Affronta Drakkisath	
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_GARR	Affronta Garr	
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_GRIM_GUZZLER	Affronta Coren Birranera	
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_MAJORDOMO	Affronta Ragnaros	feel free to shorten long translations to 'Battling Ragnaros' since the UI may squeeze text into a tiny (unreadable) font size when text is too long. this string is shown in the Friends List.
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_MALORIAK	Affronta Maloriak	
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_NEFARIAN	Affronta Victor Nefarius	feel free to shorten long translations to 'Battling Nefarius' since the UI may squeeze text into a tiny (unreadable) font size when text is too long. this string is shown in the Friends List.
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_OMNOTRON	Affronta la Difesa Omnotron	
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_OMOKK	Affronta Omokk	
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_RAZORGORE	Affronta Alafurion	
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_REND_BLACKHAND	Affronta Rend Manonera	
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_THAURISSAN	Affronta Thaurissan	feel free to shorten long translations to 'Battling Thaurissan' since the UI may squeeze text into a tiny (unreadable) font size when text is too long. this string is shown in the Friends List.
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_VAELASTRASZ	Affronta Vaelastrasz	
PRESENCE_SCENARIO_BRM_NORMAL_SCENARIO_ZOMBIE_NEF	Affronta Nefarian	
PRESENCE_SCENARIO_BTA_COIN_01_INQUISITOR_DAKREL	Esplora la Penisola del Fuoco Infernale	
PRESENCE_SCENARIO_BTA_COIN_02_XUR_GOTH	Esplora la Penisola del Fuoco Infernale	
PRESENCE_SCENARIO_BTA_COIN_03_ZIXOR	Esplora la Penisola del Fuoco Infernale	
PRESENCE_SCENARIO_BTA_COIN_04_BALTHARAK	Esplora la Penisola del Fuoco Infernale	
PRESENCE_SCENARIO_BTA_COIN_05_KANRETHAD_PRIME	Attraversa le Paludi di Zangar	
PRESENCE_SCENARIO_BTA_COIN_06_BURGRAK_CRUELCHAIN	Attraversa le Paludi di Zangar	
PRESENCE_SCENARIO_BTA_COIN_07_FELSTORM_RUN	Attraversa le Paludi di Zangar	
PRESENCE_SCENARIO_BTA_COIN_08_MOTHER_SHAHRAZ	Attraversa le Paludi di Zangar	
PRESENCE_SCENARIO_BTA_COIN_09_SHAL_JA_OUTCAST	Si addestra al Tempio Nero	
PRESENCE_SCENARIO_BTA_COIN_10_KARNUK_OUTCAST	Si addestra al Tempio Nero	
PRESENCE_SCENARIO_BTA_COIN_11_JEK_HAZ	Si addestra al Tempio Nero	
PRESENCE_SCENARIO_BTA_COIN_12_MAGTHERIDON_PRIME	Si addestra al Tempio Nero	
PRESENCE_SCENARIO_BTA_COIN_13_GOK_AMOK	Combatte nella Landa Fatua	
PRESENCE_SCENARIO_BTA_COIN_14_FLIKK	Combatte nella Landa Fatua	
PRESENCE_SCENARIO_BTA_COIN_15_BADUU_CORRUPTED	Combatte nella Landa Fatua	
PRESENCE_SCENARIO_BTA_COIN_16_MECHA_JARAXXUS	Combatte nella Landa Fatua	
PRESENCE_SCENARIO_BTA_COIN_17_ILLIDAN_STORMRAGE	Difende il destino delle Terre Esterne	
PRESENCE_SCENARIO_BTA_HEROIC_COIN_01_KAZZAK	Sfida i più forti delle Terre Esterne	
PRESENCE_SCENARIO_BTA_HEROIC_COIN_02_GRUUL	Sfida i più forti delle Terre Esterne	
PRESENCE_SCENARIO_BTA_HEROIC_COIN_03_MAGTHERIDON	Sfida i più forti delle Terre Esterne	
PRESENCE_SCENARIO_BTA_HEROIC_COIN_04_SUPREMUS	Sfida i più forti delle Terre Esterne	
PRESENCE_SCENARIO_BTA_HEROIC_COIN_05_TERON_GOREFIEND	Sfida i più forti delle Terre Esterne	
PRESENCE_SCENARIO_BTA_HEROIC_COIN_06_MOTHER_SHARAZ	Sfida i più forti delle Terre Esterne	
PRESENCE_SCENARIO_BTA_HEROIC_COIN_07_LADY_VASHJ	Sfida i più forti delle Terre Esterne	
PRESENCE_SCENARIO_BTA_HEROIC_COIN_08_KAELTHAS	Sfida i più forti delle Terre Esterne	
PRESENCE_SCENARIO_BTA_HEROIC_COIN_09_ILLIDAN	Sfida i più forti delle Terre Esterne	
PRESENCE_SCENARIO_BTP_COIN_01_AZZINOTH	Lotta contro la Legione Infuocata!	
PRESENCE_SCENARIO_BTP_COIN_02_XAVIUS	Cambia schieramento!	
PRESENCE_SCENARIO_BTP_COIN_03_MANNOROTH	Scaccia i demoni!	
PRESENCE_SCENARIO_BTP_COIN_04_CENARIUS	Respinge gli accusatori!	
PRESENCE_SCENARIO_DALA_01_BANK	Rapina la Banca di Dalaran	
PRESENCE_SCENARIO_DALA_01_BANK_HEROIC	Rapina la Banca di Dalaran	
PRESENCE_SCENARIO_DALA_02_VIOLET_HOLD	Libera i prigionieri della Fortezza Violacea	
PRESENCE_SCENARIO_DALA_02_VIOLET_HOLD_HEROIC	Libera i prigionieri della Fortezza Violacea	
PRESENCE_SCENARIO_DALA_03_STREETS	Semina il panico nelle Strade	
PRESENCE_SCENARIO_DALA_03_STREETS_HEROIC	Semina il panico nelle Strade	
PRESENCE_SCENARIO_DALA_04_UNDERBELLY	Si fa largo nei Sotterranei	
PRESENCE_SCENARIO_DALA_04_UNDERBELLY_HEROIC	Si fa largo nei Sotterranei	
PRESENCE_SCENARIO_DALA_05_CITADEL	Conquista la Cittadella Violacea	
PRESENCE_SCENARIO_DALA_05_CITADEL_HEROIC	Conquista la Cittadella Violacea	
PRESENCE_SCENARIO_DALA_TAVERN	Complotta nella Locanda di Dalaran	
PRESENCE_SCENARIO_DALA_TAVERN_HEROIC	Complotta nella Locanda di Dalaran	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_01_COIN_01	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_01_COIN_01_HEROIC	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_01_COIN_02	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_01_COIN_02_HEROIC	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_01_COIN_03	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_01_COIN_03_HEROIC	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_02_COIN_01	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_02_COIN_01_HEROIC	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_02_COIN_02	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_02_COIN_02_HEROIC	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_02_COIN_03	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_02_COIN_03_HEROIC	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_03_COIN_01	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_03_COIN_01_HEROIC	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_03_COIN_02	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_03_COIN_02_HEROIC	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_03_COIN_03	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_03_COIN_03_HEROIC	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_04_COIN_01	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_04_COIN_01_HEROIC	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_04_COIN_02	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_04_COIN_02_HEROIC	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_04_COIN_03	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_EVIL_CHAPTER_04_COIN_03_HEROIC	Combatte nei cieli di Dracombra	
PRESENCE_SCENARIO_DRGA_GOOD_CHAPTER_01_COIN_01	Combatte nei cieli di Dracombra	
